Series Name,Series Code,Country Name,Country Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Seychelles,SYC,68.10731707,70.71219512,71.21463415,69.46829268,70.72926829,72.48292683,71.56097561,71.21219512,71.74634146,72.66829268,72.77804878,73.25365854,71.08780488,71.02926829,72.66097561,72.13170732,72.21707317,73.14390244,73.16341463,73.08292683,73.19756098,72.72439024,74.27560976,73.1195122,73.22926829,74.29512195,74.3097561,74.3,72.84146341,74.04634146,77.23658537,73.39756098,NA
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Sierra Leone,SLE,44.057,43.506,43.621,43.594,42.925,42.716,43.68,43.715,42.789,42.071,45.05,45.661,46.359,46.963,47.577,48.237,49.323,50.365,51.526,52.626,53.693,54.62,55.451,56.313,56.393,57.189,58.404,58.652,59.796,60.255,59.763,60.062,NA
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Singapore,SGP,75.29512195,75.64634146,75.94634146,76.04634146,76.19756098,76.29512195,76.59512195,76.89756098,77.3,77.55121951,77.95121951,78.25121951,78.55121951,79.03902439,79.4902439,79.9902439,80.14146341,80.44146341,80.7902439,81.24146341,81.54146341,81.74390244,81.99512195,82.24634146,82.49512195,82.74390244,82.84634146,83.09512195,83.29756098,83.59512195,84.46585366,83.44146341,NA
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Sint Maarten (Dutch part),SXM,72.324,71.954,72.509,72.293,72.338,72.406,72.858,73.76,73.48,75.034,74.514,74.522,74.858,74.148,74.24,75.542,75.926,75.417,75.742,75.441,75.132,74.684,74.608,74.917,76.773,76.954,76.598,75.03,75.131,75.437,74.584,73.972,NA
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Slovak Republic,SVK,70.93268293,70.88292683,71.79512195,72.44878049,72.3,72.25365854,72.65365854,72.70487805,72.55121951,72.90243902,73.05121951,73.40243902,73.60487805,73.60487805,73.95853659,73.90487805,74.20487805,74.20731707,74.70487805,74.9097561,75.11219512,75.95853659,76.1097561,76.41219512,76.81219512,76.56341463,77.16585366,77.16585366,77.26585366,77.66585366,76.86585366,74.71463415,NA
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Slovenia,SVN,73.20487805,73.35365854,73.30487805,73.25365854,73.40487805,73.95853659,74.45853659,74.70731707,74.80731707,75.0097561,75.41219512,75.75853659,76.00731707,76.85853659,77.20731707,77.61219512,78.08658537,78.56097561,78.76585366,78.97073171,79.42195122,79.97073171,80.12439024,80.32195122,81.07804878,80.77560976,81.17560976,81.02926829,81.37804878,81.52926829,80.53170732,80.87560976,NA
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Solomon Islands,SLB,65.392,65.579,65.767,65.958,66.188,66.381,66.59,66.742,66.92,67.069,67.225,67.364,67.515,67.644,67.801,67.936,68.09,67.986,68.404,68.466,68.732,68.908,69.084,69.188,69.234,69.583,69.801,69.988,70.173,70.382,70.199,70.348,NA
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Somalia,SOM,47.105,26.565,27.312,50.648,50.327,50.6,50.447,50.195,50.66,50.525,50.66,50.74,50.731,50.614,50.538,50.661,50.597,50.515,51.12,51.853,50.563,51.304,53.161,53.843,54.277,54.857,55.044,55.654,56.375,57.078,55.967,55.28,NA
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,South Africa,ZAF,63.375,63.265,63.341,63.045,62.612,62.262,61.459,60.805,60.001,59.241,58.47,57.261,55.666,54.331,54.043,53.98,54.278,54.992,56.022,57.447,58.899,60.651,61.846,62.533,63.38,63.95,64.747,65.402,65.674,66.175,65.252,62.341,NA
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,South Sudan,SSD,29.935,30.148,22.724,22.704,44.384,30.948,31.297,32.242,18.385,43.223,46.028,46.881,47.492,50.253,50.917,51.545,52.016,52.856,53.538,53.891,54.812,54.94,55.865,55.751,54.973,55.566,55.544,55.309,55.95,55.912,55.48,54.975,NA
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Spain,ESP,76.83756098,76.97121951,77.41,77.54658537,77.90146341,77.98073171,78.1204878,78.60414634,78.66585366,78.71707317,78.96585366,79.36829268,79.56829268,79.6195122,79.87073171,80.17073171,80.82195122,80.87317073,81.17560976,81.47560976,81.62682927,82.47560976,82.42682927,83.07804878,83.22926829,82.83170732,83.32926829,83.28292683,83.43170732,83.83170732,82.33170732,83.17804878,NA
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Sri Lanka,LKA,71.927,71.751,72.53,73.052,72.882,72.26,72.261,72.136,72.081,72.618,70.355,70.787,71.117,71.373,67.091,72.118,71.969,72.049,71.729,69.187,73.215,73.38,73.906,74.239,74.651,74.927,75.331,75.403,75.748,76.008,76.393,76.399,NA
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,St. Kitts and Nevis,KNA,65.188,66.15,66.972,67.58,67.294,67.152,67.313,67.853,67.69,68.709,69.781,70.2,70.452,70.768,71.303,71.362,71.288,71.367,71.374,71.393,71.27,71.538,71.669,71.457,70.966,70.763,71.74,71.84,71.467,71.572,71.627,71.682,NA
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,St. Lucia,LCA,70.326,70.602,70.799,71.114,70.992,71.002,70.904,70.775,70.69,70.709,70.768,71.135,71.472,71.771,72.028,72.245,72.465,72.599,72.698,72.722,72.72,72.944,72.882,72.735,72.864,73.138,73.112,73.127,73.357,73.445,73.416,71.111,NA
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,St. Martin (French part),MAF,74.463,75.917,75.327,75.483,75.654,75.821,75.98,76.154,76.326,76.502,76.663,76.847,77.031,77.206,77.384,77.555,77.726,77.892,78.068,78.236,78.406,78.827,79.022,78.908,79.966,79.309,79.475,78.59,80.614,79.983,80.149,80.379,NA
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,St. Vincent and the Grenadines,VCT,72.38,72.937,72.624,72.458,71.922,72.097,71.266,70.922,71.097,71.3,71.377,71.938,72.168,72.352,73.035,73.516,74.017,74.703,75.053,75.083,74.718,74.596,74.146,73.798,74.473,74.407,74.28,74.305,74.128,72.835,72.126,69.629,NA
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Sudan,SDN,49.732,50.213,45.891,46.575,56.644,51.991,52.276,52.833,48.81,57.015,58.319,58.562,58.976,58.2,56.773,57.279,60.281,61.256,61.206,62.644,63.016,63.246,63.792,63.678,64.269,64.659,64.78,65.445,65.681,65.876,65.614,65.267,NA
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Suriname,SUR,64.23,64.453,64.65,64.98,65.272,65.337,65.668,65.697,65.594,65.443,65.508,65.482,65.531,65.596,66.416,67.002,67.571,68.204,68.816,69.505,69.894,69.914,69.764,69.682,69.782,70.8,71.592,72.417,72.553,72.242,72.561,70.274,NA
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Sweden,SWE,77.53682927,77.66682927,77.99878049,78.0604878,78.6502439,78.7404878,78.95902439,79.19756098,79.33902439,79.44146341,79.64390244,79.79512195,79.84634146,80.09512195,80.49756098,80.54634146,80.74878049,80.9,81.1,81.35121951,81.45121951,81.80243902,81.70487805,81.95609756,82.25365854,82.20487805,82.30731707,82.4097561,82.55853659,83.1097561,82.35609756,83.15609756,NA
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Switzerland,CHE,77.24243902,77.51463415,77.80609756,78.08536585,78.35,78.41707317,78.89609756,79.0795122,79.32439024,79.5804878,79.6804878,80.1804878,80.38536585,80.53658537,81.08780488,81.23658537,81.4902439,81.74146341,81.99268293,82.04390244,82.24634146,82.69512195,82.69756098,82.79756098,83.19756098,82.89756098,83.60243902,83.55121951,83.75365854,83.90487805,83,83.85121951,NA
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Syrian Arab Republic,SYR,69.817,70.036,70.263,70.193,70.141,70.416,70.347,70.283,70.196,70.425,70.764,71.644,71.939,72.414,72.475,72.769,73.35,73.709,73.551,73.853,73.881,73.305,66.769,63.827,63.153,65.124,65.993,68.481,70.145,71.822,72.14,72.063,NA
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Tajikistan,TJK,61.879,61.379,55.074,52.867,57.48,59.338,59.129,60.348,61.519,62.621,63.26,64.057,64.846,65.552,66.028,66.514,67.013,67.217,67.688,68.039,67.742,68.148,68.484,68.885,69.069,69.306,69.549,69.905,70.353,70.867,67.994,71.594,NA
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Tanzania,TZA,51.485,51.306,50.989,50.87,50.797,50.786,50.744,50.624,50.914,51.748,52.362,53.161,53.863,54.895,55.596,56.299,56.911,57.52,58.086,58.894,60.105,61.049,62.03,62.96,63.873,64.651,65.386,65.999,66.535,66.989,66.408,66.201,NA
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Thailand,THA,70.445,70.717,70.885,71.068,71.227,70.948,71.653,72.501,72.862,72.542,72.316,72.613,72.93,73.155,73.08,73.82,74.938,75.187,75.492,75.842,76.131,76.421,76.772,77.083,77.415,77.717,78.049,78.394,78.662,78.975,79.274,78.715,NA
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Timor-Leste,TLS,44.953,44.985,46.276,47.254,48.252,48.024,48.816,49.517,49.123,45.701,58.568,59.362,60.148,60.871,61.628,62.328,63.073,63.723,64.329,64.854,65.304,65.697,66.081,66.44,66.787,67.137,67.446,67.745,68.017,68.268,68.475,67.737,NA
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Togo,TGO,54.37,54.268,54.299,54.195,54.037,54.037,54.098,54.192,54.199,54.538,54.742,54.86,55.311,55.639,55.569,55.962,56.222,56.511,56.695,57.011,57.304,57.925,58.073,58.684,58.853,59.396,59.55,60.154,60.244,60.901,61.035,61.619,NA
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Tonga,TON,67.294,67.518,67.686,67.855,68.014,68.17,68.323,68.49,68.642,68.809,68.978,69.127,69.335,69.495,69.67,69.768,69.894,70.048,70.164,70.012,70.323,70.381,70.442,70.505,70.54,70.607,70.661,70.713,70.779,70.871,70.928,70.986,NA
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Trinidad and Tobago,TTO,68.272,68.859,68.391,68.811,68.511,69.17,69.009,68.719,69.16,68.377,69.102,69.646,70.488,69.729,71.076,71.308,71.256,71.652,71.47,73.126,72.725,73.278,73.716,73.962,74.215,74.503,74.281,74.23,73.802,74.228,74.406,72.971,NA
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Tunisia,TUN,70.11,70.521,70.701,71.235,71.615,71.988,72.38,72.863,73.169,73.508,73.69,73.816,74.059,74.305,74.49,74.764,74.921,75.072,75.185,75.267,75.421,75.46,75.55,75.65,75.65,75.692,75.786,75.845,75.95,75.993,75.292,73.772,NA
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Turkiye,TUR,67.709,68.169,68.486,68.911,69.295,69.609,70.141,70.57,71.039,70.695,71.861,72.231,72.579,72.89,73.24,73.534,73.845,74.193,74.45,74.765,75.069,74.941,75.678,76.297,76.565,76.646,76.66,77.141,77.563,77.832,75.85,76.032,NA
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Turkmenistan,TKM,63.939,64.035,63.875,63.804,63.756,63.684,63.596,63.646,64.106,64.518,65.026,65.156,65.385,65.746,66.075,66.068,66.499,66.895,67.407,67.958,68.293,68.567,68.722,68.74,68.614,68.782,68.777,68.916,68.796,69.002,68.687,69.264,NA
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Turks and Caicos Islands,TCA,69.001,68.888,69.64,69.625,68.447,68.308,71.287,72.365,73.964,74.01,73.575,74.131,75.54,75.411,76.786,77.148,76.831,75.914,76.632,77.164,76.243,76.195,77.037,77.018,77.135,76.912,76.864,76.702,76.443,75.326,75.001,74.587,NA
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Tuvalu,TUV,61.661,61.909,60.491,62.654,62.924,63.098,63.21,63.356,63.418,63.427,63.499,63.543,63.58,63.631,63.693,63.836,63.928,63.931,63.948,63.949,63.978,63.974,63.964,64.008,64.025,64.06,64.108,64.148,64.212,64.278,64.382,64.547,NA
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Uganda,UGA,46.443,46.316,46.368,46.237,46.353,46.567,46.67,46.977,47.175,47.786,48.342,49.006,49.648,50.368,51.547,52.976,54.369,55.236,55.823,56.488,57.055,57.965,58.817,59.763,60.408,61.086,61.648,62.115,62.714,62.991,62.851,62.705,NA
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Ukraine,UKR,70.09756098,69.29804878,68.77097561,68.13073171,67.54121951,66.74195122,67.02243902,67.57634146,68.37487805,67.98097561,67.67560976,67.83707317,68.27560976,68.21073171,68.18536585,67.95682927,68.07756098,68.22219512,68.25146341,69.19,70.26536585,70.80926829,70.94414634,71.1595122,71.18658537,71.1895122,71.47634146,71.78097561,71.58268293,71.82731707,71.18512195,69.64780488,NA
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,United Arab Emirates,ARE,71.9,72.241,72.306,72.521,72.598,72.695,72.767,72.937,73.066,73.67,74.38,74.636,74.901,76.222,76.453,76.683,76.909,77.129,77.488,78.003,78.334,78.517,78.716,78.853,79.044,79.223,79.335,79.504,79.627,79.726,78.946,78.71,NA
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,United Kingdom,GBR,75.8804878,76.08292683,76.43414634,76.38536585,76.88536585,76.83658537,77.08780488,77.21097561,77.1902439,77.3902439,77.74146341,77.99268293,78.14390244,78.44634146,78.74634146,79.04878049,79.24878049,79.44878049,79.6,80.05121951,80.40243902,80.95121951,80.90487805,81.00487805,81.30487805,80.95609756,81.15609756,81.25609756,81.25609756,81.40487805,80.35121951,80.7,NA
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,United States,USA,75.21463415,75.36585366,75.61707317,75.4195122,75.6195122,75.62195122,76.02682927,76.42926829,76.5804878,76.58292683,76.63658537,76.83658537,76.93658537,77.03658537,77.48780488,77.48780488,77.68780488,77.98780488,78.03902439,78.3902439,78.54146341,78.64146341,78.74146341,78.74146341,78.84146341,78.6902439,78.53902439,78.53902439,78.63902439,78.78780488,76.9804878,76.32926829,NA
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Uruguay,URY,73.162,73.305,73.441,73.579,73.728,73.896,74.088,74.298,74.527,74.769,75.025,75.285,75.54,75.785,76.007,76.194,76.362,76.498,76.623,76.738,76.858,76.983,77.111,77.24,77.366,77.483,77.571,77.625,77.611,77.508,78.43,75.436,NA
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Uzbekistan,UZB,65.346,65.131,65.109,64.829,64.685,64.646,64.712,64.764,65.035,65.383,65.724,66.087,66.604,67.04,67.401,67.49,67.891,68.292,68.765,68.871,69.235,69.649,69.874,69.99,70.234,70.475,70.755,71.01,71.149,71.344,70.331,70.862,NA
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Vanuatu,VUT,66.675,67.203,67.353,67.528,67.739,67.885,68.63,68.708,68.763,68.237,68.966,69.037,69.196,69.276,69.313,69.39,69.462,69.544,69.602,69.653,69.617,69.551,69.497,69.534,69.465,69.513,69.65,69.71,69.795,69.877,70.299,70.449,NA
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,"Venezuela, RB",VEN,71.532,71.832,71.806,71.925,71.853,72.143,72.111,72.703,72.668,72.254,72.478,71.201,72.662,71.94,72.514,72.782,72.742,73.058,72.436,72.579,72.89,72.913,73.036,73.196,72.853,73.006,72.058,71.943,71.979,72.161,71.095,70.554,NA
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Viet Nam,VNM,69.213,69.849,69.958,70.621,70.759,71.384,71.51,71.802,72.107,72.317,72.462,72.647,72.801,72.98,73.135,73.271,73.319,73.436,73.411,73.498,73.513,73.692,73.704,73.775,73.855,73.876,73.938,73.963,73.976,74.093,75.378,73.618,NA
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Virgin Islands (U.S.),VIR,71.25046341,71.45178049,71.6522439,71.81770732,71.99512195,72.00997561,72.38731707,72.20329268,72.32582927,72.19685366,76.6195122,77.62195122,77.52195122,77.52195122,77.77317073,77.42195122,78.32439024,76.86341463,77.16341463,77.51463415,77.86585366,78.31707317,78.51707317,78.71707317,78.86829268,79.01707317,79.16829268,79.36829268,79.5195122,79.66829268,79.8195122,80.06829268,NA
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,West Bank and Gaza,PSE,67.934,68.306,68.592,68.853,69.413,69.662,70.055,70.396,70.632,70.855,70.388,69.887,70.969,71.053,71.182,72.067,71.915,72.153,72.413,72.608,73.004,73.243,73.466,74.029,72.622,74.406,74.554,74.833,74.793,75.241,74.403,73.473,NA
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,"Yemen, Rep.",YEM,58.699,59.049,59.428,59.859,59.714,60.453,60.568,61.119,61.375,61.975,62.588,63.222,63.906,64.541,65.006,65.543,65.988,66.565,66.963,67.196,67.28,67.419,67.343,67.545,67.384,65.873,66.064,65.957,64.575,65.092,64.65,63.753,NA
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Zambia,ZMB,47.926,47.097,46.512,46.209,45.854,45.553,45.233,44.945,44.701,44.659,45.231,46.019,46.979,48.284,49.487,50.659,51.795,52.739,53.945,55.3,56.799,57.771,58.867,59.878,60.699,61.208,61.794,62.12,62.342,62.793,62.38,61.223,NA
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Zimbabwe,ZWE,59.426,58.091,56.435,54.426,52.588,50.531,48.955,47.993,46.819,45.206,44.686,41.957,44.565,43.393,44.502,44.768,45.364,45.61,46.723,48.063,50.652,53.347,55.626,57.458,58.846,59.591,60.306,60.709,61.414,61.292,61.124,59.253,NA
Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,Afghanistan,AFG,NA,NA,NA,NA,NA,NA,2.127659559,NA,0.53191489,NA,0.529100537,NA,1.587301612,2.010050297,1.941747546,2.427184582,1.449275374,1.449275374,0.480769217,0.473933637,1.421800971,1.421800971,1.895734549,1.421800971,2.857142925,0.952380955,0.952380955,0.476190478,0.471698105,0.943396211,0.471698105,1.415094376,0.471698105
Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,Albania,ALB,NA,NA,NA,NA,NA,NA,35.63829803,NA,28.72340393,NA,29.62962914,NA,33.86243439,36.18090439,30.09708786,29.61165047,29.95169067,37.68115997,43.26922989,42.18009567,38.3886261,37.44075775,40.28435898,49.28910065,61.42856979,58.09523773,57.61904907,59.52381134,58.49056625,51.88679123,50,52.35848999,50.47169876
Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,Algeria,DZA,NA,NA,NA,NA,NA,NA,5.319149017,NA,4.787233829,NA,10.05290985,NA,6.878306866,5.527637959,10.67961121,20.38834953,15.942029,14.00966167,14.90384579,13.27014256,11.84834099,10.42654037,9.478672981,12.79620838,9.523809433,11.90476227,12.38095284,15.71428585,17.92452812,13.20754719,17.92452812,15.56603813,19.3396225
Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,American Samoa,ASM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.33009338,68.44660187,68.11594391,80.1932373,80.7692337,82.46445465,80.0947876,74.40758514,78.67298889,76.7772522,89.04762268,90.95237732,91.42857361,91.90476227,91.03773499,90.56604004,87.73584747,87.73584747,91.03773499
Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,Andorra,AND,NA,NA,NA,NA,NA,NA,89.36170197,NA,90.42552948,NA,86.77248383,NA,92.59259033,98.49246216,98.05825043,99.02912903,98.55072784,98.55072784,98.07691956,94.31279755,93.83885956,95.73459625,94.78672791,93.83885956,96.66666412,97.61904907,97.14286041,97.14286041,97.16981506,98.58490753,99.05660248,98.58490753,98.58490753
Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,Angola,AGO,NA,NA,NA,NA,NA,NA,3.723404169,NA,1.06382978,NA,1.587301612,NA,9.523809433,19.59799004,16.5048542,21.35922241,28.01932335,24.1545887,31.25,32.70142365,37.91469193,34.59715652,35.0710907,35.0710907,32.8571434,28.09523773,33.33333206,30.47619057,34.90565872,31.60377312,24.52830124,21.22641563,22.64151001
Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,Antigua and Barbuda,ATG,NA,NA,NA,NA,NA,NA,70.74468231,NA,72.34042358,NA,72.48677063,NA,73.01587677,74.87437439,84.46601868,73.78640747,71.98067474,75.84541321,75,71.5639801,79.14691925,79.62084961,80.56871796,79.62084961,81.42857361,83.33333588,75.7142868,70.95237732,73.11320496,79.71697998,79.71697998,82.54717255,82.54717255
Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,Argentina,ARG,NA,NA,NA,NA,NA,NA,51.06383133,NA,39.36170197,NA,50.26454926,NA,22.7513237,35.17588043,26.21359253,44.17475891,45.89371872,46.85990524,40.86538315,36.96682358,42.65402985,52.13270187,49.28910065,48.3412323,45.7142868,46.19047546,52.8571434,53.33333206,47.16981125,43.86792374,45.28302002,47.64151001,46.69811249
Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,Armenia,ARM,NA,NA,NA,NA,NA,NA,34.04255295,NA,25,NA,25.92592621,NA,37.56613922,51.75879288,40.77669907,42.71844482,38.16424942,47.82608795,44.23077011,52.60663605,49.76303482,44.07582855,51.18483353,50.23696518,35.7142868,37.1428566,22.38095284,25.23809433,29.71698189,30.18867874,20.28301811,18.86792374,17.92452812
Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,Aruba,ABW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.58252716,96.11650848,96.13526917,96.6183548,96.15384674,88.62559509,88.1516571,93.83885956,93.3649292,94.78672791,92.38095093,92.38095093,93.33333588,95.23809814,95.28302002,95.75471497,96.22641754,97.16981506,97.64151001
Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,Australia,AUS,NA,NA,NA,NA,NA,NA,96.27659607,NA,82.97872162,NA,93.12169647,NA,89.41799164,75.87939453,78.64077759,76.21359253,78.74396515,78.74396515,80.28845978,76.7772522,78.1990509,74.8815155,82.46445465,83.412323,85.23809814,76.19047546,87.61904907,77.61904907,83.49056244,78.30188751,74.52830505,75.47169495,81.60377502
Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,Austria,AUT,NA,NA,NA,NA,NA,NA,96.80850983,NA,85.63829803,NA,76.19047546,NA,94.708992,80.40200806,84.95145416,86.40776825,86.47342682,96.13526917,98.55769348,90.99526215,89.09952545,91.4691925,96.20853424,96.20853424,95.23809814,90,77.14286041,85.23809814,77.35848999,77.35848999,76.88679504,79.24528503,68.86792755
